EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,ExperienceGap,AvgExperiencePerCompany,AgeGroup,PerformanceCategory,TenureCategory
213,0.380952380952381,1,1,2,4,5,1,0.07142857142857142,0.0,0.0,0.21428571428571425,0.6666666666666667,0.25,1.0,0.0,0,0.4285714285714285,0.6666666666666667,0.17500000000000002,0.16666666666666666,0.3333333333333333,0.15000000000000002,0.1111111111111111,0.0,0.23529411764705882,0,0.5,0.030303030303030304,0.17500000000000002,1,2,2
214,0.16666666666666669,1,5,1,4,9,2,0.10714285714285714,0.0,1.0,0.02857142857142858,0.6666666666666667,0.0,1.0,0.1111111111111111,1,0.2857142857142857,0.3333333333333333,0.17500000000000002,0.5,1.0,0.17500000000000002,0.38888888888888884,0.3333333333333333,0.3529411764705882,1,0.5,0.0,0.17500000000000002,0,2,2
215,0.19047619047619052,1,3,0,4,9,2,0.7142857142857143,0.5,0.0,0.10000000000000003,0.6666666666666667,0.0,0.6666666666666667,0.1111111111111111,0,0.6428571428571427,0.6666666666666667,0.025,0.0,0.3333333333333333,0.025,0.05555555555555555,0.0,0.0,1,1.0,0.0,0.025,1,0,3
216,0.5714285714285714,1,3,1,4,8,2,0.03571428571428571,0.25,1.0,0.07142857142857145,0.6666666666666667,0.75,0.0,0.0,0,0.4285714285714285,1.0,0.5750000000000001,0.5,0.6666666666666667,0.55,0.3333333333333333,0.8666666666666667,0.4117647058823529,0,0.5,0.030303030303030304,0.5750000000000001,2,2,0
217,0.23809523809523808,1,3,0,4,9,1,0.0,0.5,0.0,0.21428571428571425,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0,0.2857142857142857,0.0,0.025,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,1,0.5,0.0,0.025,1,2,3
218,0.7619047619047619,1,4,2,5,13,1,0.0,0.75,1.0,0.7285714285714284,0.6666666666666667,0.25,0.6666666666666667,0.3333333333333333,1,0.2142857142857143,1.0,0.125,0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,0.0,1,0.5,0.15151515151515152,0.04166666666666667,3,2,4
219,0.35714285714285715,0,1,1,5,13,1,0.2142857142857143,0.5,1.0,0.0,0.6666666666666667,0.25,0.3333333333333333,0.0,0,0.4285714285714285,0.6666666666666667,0.1,0.5,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0,0.5,0.030303030303030304,0.1,1,2,1
220,0.380952380952381,1,1,1,4,12,0,0.07142857142857142,0.75,0.6666666666666667,0.14285714285714285,0.3333333333333333,0.0,1.0,0.3333333333333333,0,0.4285714285714285,1.0,0.15000000000000002,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,0,0.5,0.18181818181818182,0.05,1,2,4
221,0.7142857142857142,1,3,2,4,9,0,0.0,0.75,0.0,0.07142857142857145,1.0,0.75,1.0,0.2222222222222222,0,0.7857142857142857,0.6666666666666667,0.675,0.5,0.3333333333333333,0.125,0.2222222222222222,0.13333333333333333,0.058823529411764705,0,0.0,0.6666666666666667,0.3375,3,1,1
222,0.6428571428571428,0,1,1,5,13,0,0.2857142857142857,0.75,0.3333333333333333,0.49999999999999994,0.3333333333333333,0.25,0.6666666666666667,0.1111111111111111,0,0.1428571428571428,1.0,0.375,0.3333333333333333,0.6666666666666667,0.375,0.5555555555555556,0.26666666666666666,0.7058823529411764,0,0.0,0.0,0.375,2,1,0
223,0.8095238095238095,1,1,2,4,5,2,0.2142857142857143,0.75,0.3333333333333333,0.8142857142857143,0.6666666666666667,0.5,0.3333333333333333,0.7777777777777777,0,0.5714285714285713,1.0,0.45,0.6666666666666666,0.6666666666666667,0.2,0.3333333333333333,0.26666666666666666,0.0,0,0.0,0.30303030303030304,0.0642857142857143,3,1,2
224,0.4761904761904761,1,2,0,5,13,2,0.3214285714285714,0.75,0.6666666666666667,0.6142857142857143,0.3333333333333333,0.5,0.6666666666666667,0.0,1,0.2142857142857143,0.3333333333333333,0.225,0.3333333333333333,0.6666666666666667,0.2,0.38888888888888884,0.13333333333333333,0.4117647058823529,0,0.5,0.030303030303030304,0.225,2,2,2
225,0.2619047619047619,0,1,0,4,9,2,0.9642857142857143,0.75,0.6666666666666667,0.8999999999999999,0.6666666666666667,0.0,1.0,0.4444444444444444,0,0.7857142857142857,0.0,0.275,0.16666666666666666,0.6666666666666667,0.17500000000000002,0.2777777777777778,0.06666666666666667,0.4117647058823529,0,1.0,0.12121212121212122,0.06875,1,0,2
226,0.23809523809523808,0,3,0,4,10,2,0.07142857142857142,0.5,1.0,0.8999999999999999,0.6666666666666667,0.5,0.3333333333333333,0.0,0,0.4285714285714285,0.3333333333333333,0.25,0.5,0.3333333333333333,0.225,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,0.5,0.030303030303030304,0.25,1,2,2
227,0.6666666666666665,1,2,1,5,8,2,0.07142857142857142,0.0,0.0,0.31428571428571433,0.6666666666666667,0.75,0.6666666666666667,0.3333333333333333,0,0.0714285714285714,1.0,0.5750000000000001,0.5,0.6666666666666667,0.30000000000000004,0.5,0.26666666666666666,0.5294117647058824,0,0.0,0.33333333333333337,0.19166666666666668,3,1,0
228,0.4761904761904761,1,2,2,5,13,2,0.03571428571428571,0.25,1.0,0.02857142857142858,0.6666666666666667,0.5,0.3333333333333333,0.7777777777777777,0,0.3571428571428571,0.6666666666666667,0.25,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.2727272727272727,0.03571428571428572,2,2,3
229,0.49999999999999994,1,1,0,4,5,1,0.03571428571428571,0.5,0.0,0.7714285714285714,0.6666666666666667,0.75,1.0,0.7777777777777777,0,0.0,1.0,0.525,0.6666666666666666,0.6666666666666667,0.45,0.38888888888888884,0.7333333333333333,0.29411764705882354,1,0.0,0.09090909090909091,0.07500000000000001,2,1,0
230,0.5238095238095237,1,3,2,4,9,2,0.4642857142857143,0.5,0.6666666666666667,0.2,0.3333333333333333,1.0,0.6666666666666667,0.1111111111111111,0,0.2142857142857143,0.0,0.525,0.3333333333333333,1.0,0.5,0.38888888888888884,0.26666666666666666,0.5294117647058824,0,0.5,0.030303030303030304,0.525,2,2,0
231,0.49999999999999994,1,1,2,4,7,0,0.2857142857142857,0.5,0.6666666666666667,0.5714285714285714,0.6666666666666667,0.25,0.3333333333333333,1.0,0,0.2857142857142857,0.6666666666666667,0.225,0.3333333333333333,0.3333333333333333,0.125,0.2222222222222222,0.0,0.1764705882352941,0,0.5,0.12121212121212122,0.025,2,2,1
232,0.42857142857142855,1,1,2,4,10,0,0.6071428571428571,0.75,0.0,0.6857142857142857,0.6666666666666667,0.25,1.0,0.2222222222222222,0,0.6428571428571427,0.0,0.45,0.0,0.6666666666666667,0.275,0.5,0.0,0.5294117647058824,0,0.5,0.21212121212121213,0.225,2,2,0
233,0.3095238095238095,1,1,1,5,14,1,0.6785714285714285,0.5,0.6666666666666667,0.5285714285714285,1.0,0.0,1.0,0.0,0,0.0714285714285714,0.0,0.07500000000000001,0.6666666666666666,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.5,0.030303030303030304,0.07500000000000001,1,2,3
234,0.23809523809523808,1,1,1,4,9,2,0.03571428571428571,0.0,0.0,0.5285714285714285,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0.4285714285714285,0.0,0.15000000000000002,0.3333333333333333,0.0,0.125,0.16666666666666666,0.0,0.23529411764705882,0,0.5,0.030303030303030304,0.15000000000000002,1,2,1
235,0.4047619047619047,1,2,0,5,13,1,0.35714285714285715,0.25,1.0,0.3428571428571428,0.6666666666666667,0.25,1.0,0.1111111111111111,0,0.0,1.0,0.125,0.5,0.6666666666666667,0.125,0.1111111111111111,0.0,0.11764705882352941,0,0.5,0.0,0.125,1,2,1
236,0.7380952380952379,1,5,1,5,13,2,0.25,0.75,1.0,0.3714285714285714,0.3333333333333333,0.75,0.3333333333333333,0.6666666666666666,0,0.4285714285714285,0.3333333333333333,0.55,0.5,0.6666666666666667,0.225,0.4444444444444444,0.13333333333333333,0.1764705882352941,0,0.5,0.3939393939393939,0.09166666666666667,3,2,2
237,0.380952380952381,1,1,2,4,9,1,0.03571428571428571,0.25,1.0,0.9285714285714286,0.6666666666666667,0.25,0.6666666666666667,0.2222222222222222,0,0.0,1.0,0.125,0.5,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0,0.5,0.06060606060606061,0.0625,1,2,1
238,0.2619047619047619,0,1,0,4,12,1,0.3214285714285714,0.5,1.0,0.4428571428571429,0.6666666666666667,0.0,0.3333333333333333,0.0,0,0.2142857142857143,1.0,0.2,0.3333333333333333,0.3333333333333333,0.17500000000000002,0.2777777777777778,0.06666666666666667,0.058823529411764705,0,0.5,0.030303030303030304,0.2,1,2,2
239,0.5714285714285714,1,3,2,4,7,2,0.9999999999999999,0.5,0.3333333333333333,0.3714285714285714,0.0,0.25,1.0,0.4444444444444444,0,0.5714285714285713,0.0,0.4,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.4545454545454546,0.1,2,2,3
240,0.2619047619047619,1,3,1,4,10,2,0.25,0.0,0.3333333333333333,0.7,0.3333333333333333,0.25,1.0,0.1111111111111111,1,0.2857142857142857,0.6666666666666667,0.25,0.3333333333333333,0.3333333333333333,0.25,0.38888888888888884,0.06666666666666667,0.11764705882352941,0,0.0,0.0,0.25,1,1,2
241,0.23809523809523808,1,1,0,4,12,1,0.17857142857142855,0.5,0.6666666666666667,0.12857142857142861,0.3333333333333333,0.0,0.6666666666666667,0.1111111111111111,1,0.2142857142857143,1.0,0.07500000000000001,0.3333333333333333,0.6666666666666667,0.07500000000000001,0.05555555555555555,0.0,0.11764705882352941,0,0.5,0.0,0.07500000000000001,1,2,1
242,0.0,1,3,2,4,7,0,0.25,0.0,0.6666666666666667,0.7142857142857142,0.6666666666666667,0.0,0.6666666666666667,0.1111111111111111,0,0.0714285714285714,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,1,0.5,0.0,0.0,4,2,4
243,0.35714285714285715,0,2,2,5,13,2,0.2857142857142857,0.75,0.0,0.6714285714285713,0.6666666666666667,0.25,0.0,0.0,1,0.4285714285714285,0.0,0.15000000000000002,0.5,0.6666666666666667,0.125,0.1111111111111111,0.0,0.1764705882352941,1,0.5,0.030303030303030304,0.15000000000000002,1,2,1
244,0.5476190476190477,1,1,1,4,7,2,0.39285714285714285,0.75,0.3333333333333333,0.2285714285714286,0.6666666666666667,0.0,1.0,0.3333333333333333,1,0.0,0.0,0.15000000000000002,0.6666666666666666,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.15151515151515152,0.05,2,2,3
245,0.3095238095238095,1,3,1,4,7,1,0.5,0.5,0.6666666666666667,0.5999999999999999,0.6666666666666667,0.0,0.6666666666666667,0.1111111111111111,0,0.0714285714285714,0.6666666666666667,0.05,0.8333333333333333,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,1,0.5,0.0,0.05,1,2,3
246,0.4523809523809524,0,3,0,4,5,2,0.8571428571428571,0.25,0.6666666666666667,0.31428571428571433,0.3333333333333333,0.25,1.0,0.7777777777777777,0,0.1428571428571428,0.6666666666666667,0.225,0.3333333333333333,0.6666666666666667,0.15000000000000002,0.1111111111111111,0.06666666666666667,0.1764705882352941,0,0.5,0.09090909090909091,0.03214285714285715,2,2,2
247,0.21428571428571425,1,1,1,4,12,2,0.17857142857142855,0.5,1.0,0.35714285714285715,0.3333333333333333,0.0,0.6666666666666667,0.1111111111111111,0,0.1428571428571428,0.6666666666666667,0.1,0.0,0.6666666666666667,0.1,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.5,0.0,0.1,1,2,1
248,0.380952380952381,0,1,1,5,13,2,0.2857142857142857,0.0,0.3333333333333333,0.5714285714285714,0.6666666666666667,0.25,0.6666666666666667,0.1111111111111111,0,0.6428571428571427,0.0,0.15000000000000002,0.5,0.3333333333333333,0.15000000000000002,0.2777777777777778,0.06666666666666667,0.1764705882352941,0,0.0,0.0,0.15000000000000002,1,1,2
249,0.4047619047619047,1,5,2,3,6,2,0.25,0.75,0.6666666666666667,1.0,0.6666666666666667,0.0,0.6666666666666667,0.1111111111111111,0,0.4285714285714285,0.3333333333333333,0.15000000000000002,0.3333333333333333,0.0,0.125,0.2222222222222222,0.06666666666666667,0.23529411764705882,0,0.0,0.030303030303030304,0.15000000000000002,1,1,1
250,0.2619047619047619,0,1,1,5,13,2,0.7857142857142857,0.0,1.0,0.21428571428571425,0.3333333333333333,0.5,0.0,0.1111111111111111,0,0.1428571428571428,0.0,0.275,0.5,0.0,0.275,0.4444444444444444,0.2,0.5882352941176471,1,0.0,0.0,0.275,1,1,0
251,0.5238095238095237,0,3,2,4,11,1,0.2857142857142857,0.75,0.3333333333333333,0.8285714285714285,0.6666666666666667,0.5,0.6666666666666667,1.0,0,0.4285714285714285,0.6666666666666667,0.5,0.5,0.3333333333333333,0.45,0.38888888888888884,0.13333333333333333,0.7647058823529411,0,0.0,0.06060606060606061,0.05555555555555556,2,1,0
252,0.5714285714285714,1,1,2,5,13,1,0.39285714285714285,0.5,0.6666666666666667,0.2,0.6666666666666667,0.75,0.0,0.0,1,0.0714285714285714,0.3333333333333333,0.55,0.3333333333333333,0.3333333333333333,0.525,0.5,0.8666666666666667,0.8235294117647058,1,0.5,0.030303030303030304,0.55,2,2,0
253,0.5714285714285714,1,2,2,5,13,2,0.10714285714285714,0.75,0.3333333333333333,0.21428571428571425,0.6666666666666667,0.25,0.0,0.7777777777777777,0,0.1428571428571428,1.0,0.225,0.5,1.0,0.15000000000000002,0.2222222222222222,0.06666666666666667,0.29411764705882354,0,1.0,0.09090909090909091,0.03214285714285715,2,0,2
254,0.14285714285714285,1,3,2,4,7,2,0.8214285714285714,0.5,1.0,0.2714285714285714,0.6666666666666667,0.0,0.3333333333333333,0.8888888888888888,0,0.7857142857142857,1.0,0.15000000000000002,0.3333333333333333,0.6666666666666667,0.1,0.16666666666666666,0.06666666666666667,0.11764705882352941,0,1.0,0.06060606060606061,0.018750000000000003,0,0,1
255,0.23809523809523808,0,1,1,4,9,2,0.39285714285714285,0.0,0.6666666666666667,0.7,0.6666666666666667,0.0,1.0,0.1111111111111111,1,0.0,1.0,0.025,0.6666666666666666,0.3333333333333333,0.025,0.05555555555555555,0.0,0.0,1,0.5,0.0,0.025,1,2,3
256,0.19047619047619052,1,3,1,4,9,2,0.07142857142857142,0.75,0.0,0.7428571428571429,1.0,0.0,1.0,0.1111111111111111,0,0.7857142857142857,0.3333333333333333,0.2,0.3333333333333333,0.6666666666666667,0.2,0.38888888888888884,0.0,0.4117647058823529,0,0.5,0.0,0.2,1,2,2
257,0.28571428571428564,1,2,1,5,13,2,0.3214285714285714,0.5,0.6666666666666667,0.5999999999999999,0.3333333333333333,0.25,0.6666666666666667,0.1111111111111111,0,0.4999999999999999,0.0,0.25,0.5,0.6666666666666667,0.25,0.16666666666666666,0.06666666666666667,0.23529411764705882,0,0.5,0.0,0.25,1,2,2
258,0.5238095238095237,0,3,1,4,12,1,0.8928571428571428,0.25,0.6666666666666667,0.8857142857142857,0.3333333333333333,0.25,1.0,0.3333333333333333,1,0.1428571428571428,1.0,0.4,0.5,0.0,0.025,0.05555555555555555,0.0,0.0,0,0.5,0.4545454545454546,0.13333333333333333,2,2,3
259,0.4047619047619047,1,1,0,4,10,2,0.03571428571428571,0.5,0.6666666666666667,0.2,0.3333333333333333,0.5,0.3333333333333333,0.2222222222222222,0,0.4999999999999999,0.3333333333333333,0.375,0.3333333333333333,1.0,0.17500000000000002,0.38888888888888884,0.4,0.23529411764705882,0,0.5,0.24242424242424243,0.1875,1,2,2
260,0.380952380952381,1,3,2,4,5,1,0.0,0.5,1.0,0.9571428571428571,0.3333333333333333,0.25,0.0,0.0,0,0.6428571428571427,0.6666666666666667,0.35000000000000003,0.5,0.6666666666666667,0.325,0.5,0.26666666666666666,0.5294117647058824,0,1.0,0.030303030303030304,0.35000000000000003,1,0,0
261,0.4047619047619047,1,4,1,4,7,1,0.10714285714285714,0.75,1.0,0.24285714285714283,0.3333333333333333,0.0,1.0,0.1111111111111111,0,0.1428571428571428,0.3333333333333333,0.05,0.3333333333333333,1.0,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.5,0.0,0.05,1,2,3
262,0.5952380952380951,0,2,2,5,13,2,0.2857142857142857,0.5,0.0,0.7857142857142856,0.0,0.25,0.6666666666666667,0.8888888888888888,0,0.1428571428571428,0.3333333333333333,0.17500000000000002,0.3333333333333333,0.3333333333333333,0.1,0.16666666666666666,0.06666666666666667,0.1764705882352941,1,0.0,0.09090909090909091,0.021875000000000002,2,1,1
263,0.3333333333333333,0,1,0,5,14,0,0.03571428571428571,0.0,0.6666666666666667,0.657142857142857,0.6666666666666667,0.0,0.0,0.1111111111111111,0,0.0714285714285714,0.6666666666666667,0.025,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.0,0.025,1,2,3
264,0.9047619047619047,0,5,0,4,8,2,0.10714285714285714,0.75,1.0,0.8857142857142857,0.6666666666666667,1.0,0.0,0.4444444444444444,0,0.1428571428571428,1.0,0.7000000000000001,0.3333333333333333,0.6666666666666667,0.125,0.1111111111111111,0.26666666666666666,0.11764705882352941,0,0.5,0.696969696969697,0.17500000000000002,3,2,1
265,0.2619047619047619,0,3,1,4,9,2,0.17857142857142855,0.0,0.3333333333333333,0.3428571428571428,0.6666666666666667,0.0,1.0,0.1111111111111111,0,0.1428571428571428,0.0,0.25,0.8333333333333333,0.6666666666666667,0.25,0.4444444444444444,0.0,0.47058823529411764,0,0.5,0.0,0.25,1,2,2
266,0.02380952380952378,1,1,2,4,12,2,0.2857142857142857,0.25,0.6666666666666667,0.3428571428571428,0.6666666666666667,0.0,0.0,0.1111111111111111,0,0.9999999999999999,0.6666666666666667,0.025,0.6666666666666666,0.6666666666666667,0.025,0.05555555555555555,0.0,0.0,0,1.0,0.0,0.025,0,0,3
267,0.6428571428571428,0,3,1,4,9,2,0.2142857142857143,0.5,0.0,0.7571428571428571,0.6666666666666667,0.0,0.6666666666666667,0.4444444444444444,1,0.5714285714285713,0.6666666666666667,0.17500000000000002,0.3333333333333333,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0,0.5,0.12121212121212122,0.043750000000000004,2,2,1
268,0.4523809523809524,0,1,1,4,10,2,0.0,0.5,1.0,0.3714285714285714,0.3333333333333333,0.25,1.0,0.1111111111111111,0,0.1428571428571428,0.3333333333333333,0.35000000000000003,0.3333333333333333,0.3333333333333333,0.35000000000000003,0.4444444444444444,0.2,0.6470588235294118,0,0.5,0.0,0.35000000000000003,2,2,0
269,0.6190476190476188,1,1,2,4,9,2,0.3214285714285714,0.75,0.6666666666666667,0.9428571428571428,0.6666666666666667,0.0,0.6666666666666667,0.1111111111111111,1,0.0,0.6666666666666667,0.15000000000000002,0.6666666666666666,0.6666666666666667,0.15000000000000002,0.2222222222222222,0.0,0.11764705882352941,1,0.5,0.0,0.15000000000000002,2,2,2
270,0.8333333333333333,0,3,0,4,9,2,0.2142857142857143,0.25,1.0,0.28571428571428575,0.6666666666666667,1.0,0.6666666666666667,0.3333333333333333,0,0.4999999999999999,0.3333333333333333,0.65,1.0,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.26666666666666666,0.4117647058823529,0,0.5,0.5757575757575758,0.21666666666666667,3,2,2
271,0.09523809523809518,1,1,1,4,9,1,0.07142857142857142,0.75,0.6666666666666667,0.2571428571428572,0.3333333333333333,0.0,1.0,0.0,1,0.0,0.3333333333333333,0.025,0.8333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,1,0.5,0.030303030303030304,0.025,0,2,4
272,0.6666666666666665,0,2,1,5,8,2,0.03571428571428571,0.5,0.6666666666666667,0.5571428571428572,0.6666666666666667,0.75,0.0,0.8888888888888888,0,0.8571428571428571,0.0,0.7000000000000001,0.3333333333333333,0.6666666666666667,0.65,0.8333333333333333,1.0,0.5294117647058824,0,1.0,0.06060606060606061,0.08750000000000001,3,0,0
273,0.6190476190476188,1,1,2,4,12,0,0.5714285714285714,0.5,1.0,0.6285714285714286,0.0,0.0,0.6666666666666667,0.2222222222222222,0,0.1428571428571428,1.0,0.15000000000000002,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0,0.5,0.18181818181818182,0.07500000000000001,2,2,4
274,0.35714285714285715,1,0,1,3,6,2,0.03571428571428571,0.5,0.3333333333333333,0.9857142857142855,0.6666666666666667,0.0,0.6666666666666667,0.1111111111111111,0,0.1428571428571428,1.0,0.125,0.3333333333333333,0.6666666666666667,0.125,0.2222222222222222,0.06666666666666667,0.23529411764705882,0,0.0,0.0,0.125,1,1,1
275,0.28571428571428564,1,1,0,5,13,2,0.9999999999999999,0.75,0.6666666666666667,0.4428571428571429,0.6666666666666667,0.25,0.0,0.8888888888888888,0,0.5714285714285713,0.6666666666666667,0.2,0.5,0.6666666666666667,0.1,0.16666666666666666,0.0,0.1764705882352941,0,0.5,0.12121212121212122,0.025,1,2,1
276,0.5238095238095237,1,3,1,5,13,1,0.03571428571428571,0.75,0.3333333333333333,0.45714285714285713,0.6666666666666667,0.25,0.3333333333333333,0.5555555555555556,0,0.0714285714285714,1.0,0.125,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,0,0.5,0.15151515151515152,0.025,2,2,4
277,0.7619047619047619,0,3,1,4,9,1,0.03571428571428571,0.5,1.0,0.0,0.6666666666666667,0.75,0.0,0.2222222222222222,0,0.7857142857142857,0.6666666666666667,0.8,0.5,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,1.0,0.9090909090909092,0.4,3,0,3
278,0.6666666666666665,1,1,1,4,9,2,0.5,0.25,1.0,0.31428571428571433,0.6666666666666667,1.0,0.3333333333333333,0.5555555555555556,0,0.0,0.0,0.625,0.3333333333333333,0.6666666666666667,0.1,0.1111111111111111,0.0,0.1764705882352941,0,0.5,0.6363636363636364,0.125,3,2,1
279,0.4047619047619047,1,1,1,5,13,2,0.5714285714285714,0.75,0.6666666666666667,0.9142857142857141,0.6666666666666667,0.25,0.0,0.3333333333333333,1,0.2857142857142857,1.0,0.375,0.3333333333333333,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,0.5,0.24242424242424243,0.125,1,2,2
280,0.14285714285714285,0,1,1,4,7,2,0.5714285714285714,0.25,1.0,0.9571428571428571,0.6666666666666667,0.0,0.3333333333333333,0.1111111111111111,0,0.1428571428571428,0.0,0.025,0.5,0.0,0.025,0.0,0.0,0.0,1,0.5,0.0,0.025,0,2,3
281,0.35714285714285715,0,3,1,5,13,1,0.8571428571428571,0.5,0.3333333333333333,0.7428571428571429,0.6666666666666667,0.25,0.6666666666666667,0.1111111111111111,0,0.0714285714285714,0.0,0.25,0.5,0.3333333333333333,0.25,0.38888888888888884,0.0,0.058823529411764705,0,0.5,0.0,0.25,1,2,2
282,0.42857142857142855,1,1,0,4,7,2,0.17857142857142855,0.75,0.6666666666666667,0.42857142857142855,0.0,0.0,0.6666666666666667,0.1111111111111111,0,0.2142857142857143,0.6666666666666667,0.17500000000000002,0.6666666666666666,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,0.5,0.0,0.17500000000000002,2,2,2
283,0.6190476190476188,1,4,2,4,12,2,0.9999999999999999,0.75,1.0,0.02857142857142858,0.6666666666666667,0.25,1.0,0.1111111111111111,0,0.9999999999999999,0.3333333333333333,0.5,0.5,0.6666666666666667,0.5,0.611111111111111,0.8666666666666667,1.0,0,1.0,0.0,0.5,2,0,0
284,0.5714285714285714,1,3,1,3,6,0,0.03571428571428571,1.0,1.0,0.7,1.0,0.25,0.0,0.7777777777777777,0,0.3571428571428571,0.0,0.25,0.5,1.0,0.1,0.16666666666666666,0.0,0.1764705882352941,0,1.0,0.18181818181818182,0.03571428571428572,2,0,1
285,0.3333333333333333,0,4,1,4,7,1,0.42857142857142855,0.5,0.6666666666666667,0.6714285714285713,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0,0.6428571428571427,0.6666666666666667,0.05,0.3333333333333333,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,1.0,0.0,0.05,1,0,3
286,0.3333333333333333,0,1,2,4,9,1,0.03571428571428571,0.25,1.0,0.11428571428571427,0.6666666666666667,0.25,0.6666666666666667,0.4444444444444444,1,0.2142857142857143,1.0,0.25,0.3333333333333333,0.6666666666666667,0.2,0.38888888888888884,0.0,0.4117647058823529,0,0.5,0.06060606060606061,0.0625,1,2,2
287,0.42857142857142855,0,5,0,4,10,2,0.0,0.5,0.6666666666666667,0.6714285714285713,0.0,0.5,0.0,0.2222222222222222,1,0.7142857142857143,0.6666666666666667,0.42500000000000004,0.3333333333333333,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.4666666666666667,0.4117647058823529,0,1.0,0.30303030303030304,0.21250000000000002,2,0,2
288,0.35714285714285715,1,3,1,4,12,2,0.2857142857142857,0.5,0.0,0.42857142857142855,0.6666666666666667,0.0,1.0,0.0,0,0.1428571428571428,0.3333333333333333,0.375,0.8333333333333333,0.6666666666666667,0.35000000000000003,0.5555555555555556,0.26666666666666666,0.5882352941176471,0,0.0,0.030303030303030304,0.375,1,1,0
289,0.16666666666666669,1,1,2,5,13,2,0.3214285714285714,0.75,0.6666666666666667,0.38571428571428573,0.6666666666666667,0.25,1.0,0.0,0,0.2142857142857143,0.3333333333333333,0.125,0.6666666666666666,0.6666666666666667,0.1,0.16666666666666666,0.06666666666666667,0.058823529411764705,0,0.5,0.030303030303030304,0.125,0,2,1
290,0.5714285714285714,0,3,1,4,11,1,0.8928571428571428,1.0,0.0,0.42857142857142855,0.6666666666666667,0.5,0.0,0.3333333333333333,1,0.4285714285714285,0.6666666666666667,0.5,1.0,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.5757575757575758,0.16666666666666669,2,2,3
291,0.21428571428571425,1,1,1,4,9,2,0.4642857142857143,0.5,0.0,0.17142857142857143,0.6666666666666667,0.0,0.0,0.1111111111111111,1,0.2142857142857143,1.0,0.225,0.5,0.3333333333333333,0.225,0.38888888888888884,0.4,0.47058823529411764,0,0.0,0.0,0.225,1,1,2
292,0.857142857142857,0,1,0,4,10,1,0.0,0.75,1.0,0.32857142857142857,0.6666666666666667,0.5,0.6666666666666667,0.7777777777777777,0,0.4285714285714285,0.0,0.8250000000000001,0.3333333333333333,0.0,0.125,0.2222222222222222,0.06666666666666667,0.23529411764705882,0,0.5,0.8484848484848485,0.11785714285714287,3,2,1
293,0.6190476190476188,0,1,1,4,9,2,0.03571428571428571,0.0,0.0,0.5999999999999999,1.0,0.0,1.0,0.1111111111111111,0,0.1428571428571428,1.0,0.25,0.8333333333333333,0.6666666666666667,0.25,0.2777777777777778,0.4666666666666667,0.4117647058823529,0,0.0,0.0,0.25,2,1,2
